tconst,primary_title,averagerating,numvotes,start_year,runtime_minutes,genres,weighted_rating
tt1979320,Rush,8.1,393437,2013,123.0,"Action,Biography,Drama",7.994412360761596
tt1454029,The Help,8.1,392699,2011,146.0,Drama,7.994225806142699
tt2119532,Hacksaw Ridge,8.1,366904,2016,139.0,"Biography,Drama,History",7.98726378143627
tt1895587,Spotlight,8.1,365110,2015,129.0,"Crime,Drama",7.9867453410576505
tt1255953,Incendies,8.3,124156,2010,131.0,"Drama,Mystery,War",7.970266197806324
tt1431045,Deadpool,8.0,820847,2016,108.0,"Action,Adventure,Comedy",7.950721850405571
tt2488496,Star Wars: Episode VII - The Force Awakens,8.0,784780,2015,136.0,"Action,Adventure,Fantasy",7.948527038207908
tt3659388,The Martian,8.0,680116,2015,144.0,"Adventure,Drama,Sci-Fi",7.940886641346956
tt0947798,Black Swan,8.0,648854,2010,108.0,"Drama,Thriller",7.938144204827752
tt1663202,The Revenant,8.0,621193,2015,156.0,"Action,Adventure,Biography",7.935496399682448
tt2084970,The Imitation Game,8.0,620834,2014,114.0,"Biography,Drama,Thriller",7.935460544040729
tt1877832,X-Men: Days of Future Past,8.0,620079,2014,132.0,"Action,Adventure,Sci-Fi",7.935385007107656
tt1504320,The King's Speech,8.0,593629,2010,118.0,"Biography,Drama,History",7.932622339075601
tt1798709,Her,8.0,467232,2013,126.0,"Drama,Romance,Sci-Fi",7.915320875115799
tt2338151,PK,8.2,138012,2014,153.0,"Comedy,Drama,Fantasy",7.913629824798173
tt3783958,La La Land,8.0,436070,2016,128.0,"Comedy,Drama,Music",7.909597729195133
tt1659337,The Perks of Being a Wallflower,8.0,422671,2012,103.0,Drama,7.9068919474346115
tt0790636,Dallas Buyers Club,8.0,402462,2013,117.0,"Biography,Drama",7.902490104383547
tt2948356,Zootopia,8.0,383446,2016,108.0,"Adventure,Animation,Comedy",7.897950341048755
tt1856101,Blade Runner 2049,8.0,376241,2017,164.0,"Drama,Mystery,Sci-Fi",7.896117856849126
tt1424432,Senna,8.6,55318,2010,106.0,"Biography,Documentary,Sport",7.894283037426231
tt1727824,Bohemian Rhapsody,8.0,345466,2018,134.0,"Biography,Drama,Music",7.887488258031777
tt3741834,Lion,8.1,181601,2016,118.0,"Biography,Drama",7.886149268396571
tt3011894,Wild Tales,8.1,151123,2014,122.0,"Comedy,Drama,Thriller",7.849142502682784
tt0903624,The Hobbit: An Unexpected Journey,7.9,719629,2012,169.0,"Adventure,Family,Fantasy",7.847380809772384
tt1631867,Edge of Tomorrow,7.9,546284,2014,113.0,"Action,Sci-Fi",7.831414541629033
tt0454876,Life of Pi,7.9,535836,2012,127.0,"Adventure,Drama,Fantasy",7.830136840359748
tt2543164,Arrival,7.9,515483,2016,116.0,"Drama,Mystery,Sci-Fi",7.827505999263622
tt3501632,Thor: Ragnarok,7.9,482995,2017,130.0,"Action,Adventure,Comedy",7.822869762497662
tt5013056,Dunkirk,7.9,466580,2017,106.0,"Action,Drama,History",7.820294204402132
tt2872718,Nightcrawler,7.9,404476,2014,117.0,"Crime,Drama,Thriller",7.808768417792845
tt1065073,Boyhood,7.9,315584,2014,165.0,Drama,7.784957088412844
tt4849438,Baahubali 2: The Conclusion,8.3,65656,2017,167.0,"Action,Drama",7.757490127515003
tt1645089,Inside Job,8.3,65304,2010,109.0,"Crime,Documentary",7.75537545402197
tt1843866,Captain America: The Winter Soldier,7.8,666252,2014,136.0,"Action,Adventure,Sci-Fi",7.746934294584319
tt1074638,Skyfall,7.8,592221,2012,143.0,"Action,Adventure,Thriller",7.740569463773916
tt3498820,Captain America: Civil War,7.8,583507,2016,147.0,"Action,Adventure,Sci-Fi",7.739718400938691
tt1655442,The Artist,7.9,217184,2011,100.0,"Comedy,Drama,Romance",7.738214849040399
tt1170358,The Hobbit: The Desolation of Smaug,7.8,565563,2013,161.0,"Adventure,Fantasy",7.737886770759427
tt0780504,Drive,7.8,521495,2011,100.0,"Crime,Drama",7.732878114163899
tt3748528,Rogue One: A Star Wars Story,7.8,478592,2016,133.0,"Action,Adventure,Sci-Fi",7.727159734467585
tt2631186,Baahubali: The Beginning,8.1,93243,2015,159.0,"Action,Drama",7.726347648486591
tt3460252,The Hateful Eight,7.8,434966,2015,168.0,"Crime,Drama,Mystery",7.720251116386864
tt5463162,Deadpool 2,7.8,391735,2018,119.0,"Action,Adventure,Comedy",7.711978175579206
tt1568346,The Girl with the Dragon Tattoo,7.8,387580,2011,158.0,"Crime,Drama,Mystery",7.711091727664937
tt1535109,Captain Phillips,7.8,387402,2013,134.0,"Biography,Drama,Thriller",7.711053353281507
tt8108198,Andhadhun,8.5,43409,2018,139.0,"Crime,Thriller",7.707973000628572
tt2245084,Big Hero 6,7.8,371204,2014,102.0,"Action,Adventure,Animation",7.707416949349325
tt0398286,Tangled,7.8,366366,2010,100.0,"Adventure,Animation,Comedy",7.706272453406785
tt1954470,Gangs of Wasseypur,8.2,69051,2012,321.0,"Action,Comedy,Crime",7.703654666085421
tt4857264,Contratiempo,8.1,84318,2016,106.0,"Crime,Mystery,Thriller",7.6958417186556645
tt2543472,Wonder,8.0,111632,2017,113.0,"Drama,Family",7.694934019848937
tt1398426,Straight Outta Compton,7.9,165307,2015,147.0,"Biography,Drama,History",7.694112801946329
tt0964517,The Fighter,7.8,316539,2010,116.0,"Biography,Drama,Sport",7.6925985758581
tt1596363,The Big Short,7.8,309227,2015,130.0,"Biography,Comedy,Drama",7.690248917651775
tt1490017,The Lego Movie,7.8,304179,2014,100.0,"Action,Adventure,Animation",7.688565871455955
tt3553976,Captain Fantastic,7.9,159329,2016,118.0,"Comedy,Drama",7.687435644960913
tt4430212,Drishyam,8.3,54991,2015,163.0,"Crime,Drama,Mystery",7.6851586428473215
tt1748122,Moonrise Kingdom,7.8,291750,2012,94.0,"Adventure,Comedy,Drama",7.684193291239148
tt5726616,Call Me by Your Name,7.9,153936,2017,132.0,"Drama,Romance",7.68102911096705
tt1646971,How to Train Your Dragon 2,7.8,278205,2014,102.0,"Action,Adventure,Animation",7.679019887534836
tt2265171,The Raid 2,8.0,104517,2014,150.0,"Action,Crime,Thriller",7.678175258846329
tt4016934,The Handmaiden,8.1,79272,2016,145.0,"Drama,Romance,Thriller",7.676283422203468
tt2194499,About Time,7.8,263136,2013,123.0,"Comedy,Drama,Fantasy",7.672692842963045
tt1517451,A Star Is Born,7.8,249245,2018,136.0,"Drama,Music,Romance",7.666244507648271
tt4912910,Mission: Impossible - Fallout,7.8,233877,2018,147.0,"Action,Adventure,Thriller",7.658304233284532
tt1454468,Gravity,7.7,710018,2013,91.0,"Drama,Sci-Fi,Thriller",7.65349532256353
tt1045658,Silver Linings Playbook,7.7,621018,2012,122.0,"Comedy,Drama,Romance",7.64708850991768
tt4034228,Manchester by the Sea,7.8,214557,2016,137.0,Drama,7.646876630614009
tt1270798,X-Men: First Class,7.7,608930,2011,131.0,"Action,Adventure,Sci-Fi",7.646079575031944
tt1285016,The Social Network,7.7,568578,2010,120.0,"Biography,Drama",7.642414012985657
tt2125608,Searching for Sugar Man,8.2,58654,2012,86.0,"Biography,Documentary,Music",7.641966014775145
tt1188996,My Name Is Khan,8.0,90988,2010,165.0,Drama,7.64063717798393
tt2802144,Kingsman: The Secret Service,7.7,544510,2014,129.0,"Action,Adventure,Comedy",7.639980377868695
tt1024648,Argo,7.7,534683,2012,120.0,"Biography,Drama,Thriller",7.638926544133018
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),7.7,519417,2014,119.0,"Comedy,Drama",7.63721398303139
tt2209418,Before Midnight,7.9,123107,2013,109.0,"Drama,Romance",7.635449539859696
tt3896198,Guardians of the Galaxy Vol. 2,7.7,482917,2017,136.0,"Action,Adventure,Comedy",7.632702045806697
tt1323594,Despicable Me,7.7,464511,2010,95.0,"Animation,Comedy,Family",7.63017158960677
tt2082197,Barfi!,8.1,68941,2012,151.0,"Comedy,Drama,Romance",7.629685919885885
tt1408101,Star Trek Into Darkness,7.7,445535,2013,132.0,"Action,Adventure,Sci-Fi",7.627355510217093
tt0926084,Harry Potter and the Deathly Hallows: Part 1,7.7,425530,2010,146.0,"Adventure,Fantasy,Mystery",7.6241298581670485
tt0470752,Ex Machina,7.7,424542,2014,108.0,"Drama,Mystery,Sci-Fi",7.623963111344436
tt5052448,Get Out,7.7,400474,2017,104.0,"Horror,Mystery,Thriller",7.6196618947338735
tt3322420,Queen,8.2,55162,2013,146.0,"Comedy,Drama",7.617657056959656
tt2356180,Bhaag Milkha Bhaag,8.2,54802,2013,186.0,"Biography,Drama,Sport",7.615030011779153
tt4846340,Hidden Figures,7.8,171131,2016,127.0,"Biography,Drama,History",7.612973089414728
tt2980516,The Theory of Everything,7.7,361534,2014,123.0,"Biography,Drama,Romance",7.611568516611734
tt1605783,Midnight in Paris,7.7,356500,2011,94.0,"Comedy,Fantasy,Romance",7.6104016382699875
tt6146586,John Wick: Chapter 3 - Parabellum,8.0,81568,2019,131.0,"Action,Crime,Thriller",7.608871565573155
tt1772341,Wreck-It Ralph,7.7,344496,2012,101.0,"Adventure,Animation,Comedy",7.607490811808518
tt5104604,Isle of Dogs,7.9,108245,2018,101.0,"Adventure,Animation,Comedy",7.60594187399152
tt2582846,The Fault in Our Stars,7.7,315135,2014,126.0,"Drama,Romance",7.599505269966338
tt1306980,50/50,7.7,300475,2011,100.0,"Comedy,Drama,Romance",7.59497880021507
tt1555149,Elite Squad: The Enemy Within,8.0,75071,2010,115.0,"Action,Crime,Drama",7.5834779806337504
tt3544112,Sing Street,8.0,74651,2016,106.0,"Comedy,Drama,Music",7.581722461390252
tt2370248,Short Term 12,8.0,73063,2013,96.0,Drama,7.574949012369599
tt8291224,Uri: The Surgical Strike,8.6,30292,2019,138.0,"Action,Drama,War",7.574864808652245
tt1562872,Zindagi Na Milegi Dobara,8.1,58912,2011,155.0,"Comedy,Drama",7.5734748903613305
tt2545118,Blackfish,8.1,56582,2013,83.0,"Documentary,Drama",7.558437216542865
tt6316138,Ayla: The Daughter of War,8.7,26743,2017,125.0,"Drama,History,War",7.556236109232165
tt2375559,1 - Nenokkadine,8.3,41124,2014,170.0,"Action,Mystery,Thriller",7.556218997640796
tt2278871,Blue Is the Warmest Color,7.8,124409,2013,180.0,"Drama,Romance",7.554487514139041
tt4698684,Hunt for the Wilderpeople,7.9,87532,2016,101.0,"Adventure,Comedy,Drama",7.551816594390929
tt3606756,Incredibles 2,7.7,203510,2018,118.0,"Action,Adventure,Animation",7.5504145332808195
tt1602620,Amour,7.9,84960,2012,127.0,"Drama,Romance",7.54367247180793
tt1250777,Kick-Ass,7.6,497363,2010,117.0,"Action,Comedy",7.539349121204985
tt1318514,Rise of the Planet of the Apes,7.6,473020,2011,105.0,"Action,Drama,Sci-Fi",7.536384532749689
tt2582496,Me and Earl and the Dying Girl,7.8,112627,2015,105.0,"Comedy,Drama,Romance",7.533469631685643
tt3863552,Bajrangi Bhaijaan,8.0,63747,2015,163.0,"Action,Comedy,Drama",7.530330321024936
tt2283748,OMG: Oh My God!,8.2,44377,2012,125.0,"Comedy,Drama,Fantasy",7.5271289476339405
tt1821480,Kahaani,8.1,51830,2012,122.0,"Mystery,Thriller",7.52494110373552
tt5362988,Wind River,7.7,169007,2017,107.0,"Crime,Drama,Mystery",7.523811640817084
tt2103281,Dawn of the Planet of the Apes,7.6,390199,2014,130.0,"Action,Adventure,Drama",7.5236949631381576
tt2713180,Fury,7.6,381993,2014,134.0,"Action,Drama,War",7.522156462150455
tt6155172,Roma,7.8,106768,2018,135.0,Drama,7.521618488555644
tt4302938,Kubo and the Two Strings,7.8,105578,2016,101.0,"Action,Adventure,Animation",7.519081506838824
tt3890160,Baby Driver,7.6,363977,2017,113.0,"Action,Crime,Drama",7.518551032580333
tt2199711,Vishwaroopam,8.3,37803,2013,148.0,"Action,Thriller",7.516888126363391
tt3397884,Sicario,7.6,328548,2015,121.0,"Action,Crime,Drama",7.510389041940557
tt0770802,Samsara,8.5,29725,2011,102.0,"Documentary,Music",7.509926450433988
tt1210166,Moneyball,7.6,326657,2011,133.0,"Biography,Drama,Sport",7.509907168064335
tt1542344,127 Hours,7.6,323949,2010,94.0,"Adventure,Biography,Drama",7.509208007473871
tt0840361,The Town,7.6,322524,2010,125.0,"Crime,Drama,Thriller",7.508835720698426
tt6644200,A Quiet Place,7.6,305031,2018,90.0,"Drama,Horror,Sci-Fi",7.504003639052089
tt1587707,Exit Through the Gift Shop,8.0,58721,2010,87.0,"Comedy,Crime,Documentary",7.502134769054359
tt1707386,Les Misérables,7.6,285971,2012,158.0,"Drama,History,Musical",7.498119840756854
tt1403865,True Grit,7.6,284034,2010,110.0,"Adventure,Drama,Western",7.497481264197466
tt4387040,Airlift,8.1,48323,2016,130.0,"Drama,History",7.497436343302919
tt1924396,The Best Offer,7.8,96073,2013,131.0,"Crime,Drama,Mystery",7.4970276197005115
tt4044364,Citizenfour,8.1,47994,2014,114.0,"Biography,Documentary,Thriller",7.494720456475875
tt1588170,I Saw the Devil,7.8,94029,2010,142.0,"Action,Crime,Drama",7.4918248914130166
tt3682448,Bridge of Spies,7.6,263004,2015,142.0,"Drama,History,Thriller",7.489995364647712
tt3390572,Haider,8.1,45863,2014,160.0,"Action,Crime,Drama",7.476518422872303
tt3416742,What We Do in the Shadows,7.7,126299,2014,86.0,"Comedy,Horror",7.474077984652906
tt3076658,Creed,7.6,224671,2015,133.0,"Drama,Sport",7.473105907374103
tt3521164,Moana,7.6,224253,2016,107.0,"Adventure,Animation,Comedy",7.472893104596534
tt1639426,Udaan,8.2,38827,2010,134.0,Drama,7.468620254751123
tt1855199,End of Watch,7.6,211308,2012,109.0,"Action,Crime,Drama",7.465930163176871
tt1865505,Song of the Sea,8.1,43966,2014,93.0,"Adventure,Animation,Drama",7.459368746918772
tt1485796,The Greatest Showman,7.6,199663,2017,105.0,"Biography,Drama,Musical",7.458980895830644
tt1951264,The Hunger Games: Catching Fire,7.5,575455,2013,146.0,"Action,Adventure,Sci-Fi",7.451400562906462
tt3612616,Mommy,8.1,43020,2014,139.0,Drama,7.450459056159952
tt2758880,Winter Sleep,8.2,37048,2014,196.0,Drama,7.447650609205775
tt2294629,Frozen,7.5,516998,2013,102.0,"Adventure,Animation,Comedy",7.446158888040177
tt1211837,Doctor Strange,7.5,514510,2016,115.0,"Action,Adventure,Fantasy",7.445910594798985
tt1649419,The Impossible,7.6,177762,2012,114.0,"Drama,History,Thriller",7.44374895197325
tt0451279,Wonder Woman,7.5,487527,2017,141.0,"Action,Adventure,Fantasy",7.4430629508299075
tt2582782,Hell or High Water,7.6,176469,2016,102.0,"Action,Crime,Drama",7.442746154495233
tt1899353,The Raid: Redemption,7.6,175968,2011,101.0,"Action,Thriller",7.4423541310059305
tt0945513,Source Code,7.5,452036,2011,93.0,"Action,Drama,Sci-Fi",7.4388268914715034
tt1821549,Nebraska,7.7,105304,2013,115.0,"Adventure,Comedy,Drama",7.43767670217338
tt2250912,Spider-Man: Homecoming,7.5,426302,2017,133.0,"Action,Adventure,Sci-Fi",7.435338697812107
tt3848892,Baby,8.0,48318,2015,159.0,"Action,Thriller",7.431493289505987
tt1457767,The Conjuring,7.5,397233,2013,112.0,"Horror,Mystery,Thriller",7.430887033936239
tt1515091,Sherlock Holmes: A Game of Shadows,7.5,394189,2011,129.0,"Action,Adventure,Crime",7.430385160393045
tt2358891,The Great Beauty,7.8,72297,2013,141.0,Drama,7.422991716085799
tt1465522,Tucker and Dale vs Evil,7.6,153744,2010,89.0,"Comedy,Horror",7.422753351161438
tt7668870,Searching,7.7,97991,2018,102.0,"Drama,Mystery,Thriller",7.422079054564969
tt0446029,Scott Pilgrim vs. the World,7.5,339338,2010,112.0,"Action,Comedy,Fantasy",7.419904662703314
tt1677720,Ready Player One,7.5,301660,2018,140.0,"Action,Adventure,Sci-Fi",7.410666212575767
tt4425200,John Wick: Chapter 2,7.5,290053,2017,122.0,"Action,Crime,Thriller",7.407375028963381
tt2377938,Special 26,8.0,45299,2013,144.0,"Crime,Drama,Thriller",7.407078692442282
tt0970179,Hugo,7.5,284869,2011,126.0,"Adventure,Drama,Family",7.405825445591524
tt2991224,Tangerines,8.2,33478,2013,87.0,"Drama,War",7.401720732583192
tt1091191,Lone Survivor,7.5,246641,2013,121.0,"Action,Biography,Drama",7.392572273699479
tt1365050,Beasts of No Nation,7.8,63797,2015,137.0,"Drama,War",7.386902992218205
tt1189073,The Skin I Live In,7.6,123434,2011,120.0,"Drama,Horror,Thriller",7.386559851516499
tt7775622,Free Solo,8.2,32250,2018,100.0,"Documentary,Sport",7.384597816593885
tt5571734,Pink,8.2,32238,2016,136.0,"Drama,Thriller",7.384426866766833
tt2397535,Predestination,7.5,225349,2014,97.0,"Drama,Mystery,Sci-Fi",7.383435623869079
tt0816442,The Book Thief,7.6,119023,2013,131.0,"Drama,War",7.380022808856918
tt5083738,The Favourite,7.6,116011,2018,119.0,"Biography,Drama,History",7.375324088191701
tt4550098,Nocturnal Animals,7.5,205240,2016,116.0,"Drama,Thriller",7.373254973071578
tt2013293,The Wind Rises,7.8,60943,2013,126.0,"Animation,Biography,Drama",7.373184843442747
tt3263904,Sully,7.5,202718,2016,96.0,"Biography,Drama",7.371851259013341
tt3450958,War for the Planet of the Apes,7.5,201943,2017,140.0,"Action,Adventure,Drama",7.371413636904421
tt2375605,The Act of Killing,8.2,31115,2012,117.0,"Crime,Documentary",7.3681052303305705
tt0817177,Flipped,7.7,74937,2010,90.0,"Comedy,Drama,Romance",7.357966769064511
tt6499752,Upgrade,7.6,104978,2018,100.0,"Action,Sci-Fi,Thriller",7.356252788933512
tt5462602,The Big Sick,7.6,104008,2017,120.0,"Comedy,Drama,Romance",7.354420074724048
tt4468740,Paddington 2,7.9,46481,2017,103.0,"Adventure,Comedy,Family",7.351857486604832
tt1276104,Looper,7.4,500595,2012,113.0,"Action,Crime,Drama",7.349235104976264
tt1219289,Limitless,7.4,492490,2011,105.0,"Mystery,Sci-Fi,Thriller",7.348440018164602
tt2911666,John Wick,7.4,449942,2014,101.0,"Action,Crime,Thriller",7.34382098235153
tt1527788,The Man from Nowhere,7.8,55247,2010,119.0,"Action,Drama,Thriller",7.342889142273231
tt2310332,The Hobbit: The Battle of the Five Armies,7.4,438621,2014,144.0,"Adventure,Fantasy",7.342449166452771
tt1570728,"Crazy, Stupid, Love.",7.4,436830,2011,118.0,"Comedy,Drama,Romance",7.342225981421736
tt1620933,Paan Singh Tomar,8.2,29373,2012,135.0,"Action,Biography,Crime",7.341453018961616
tt1229238,Mission: Impossible - Ghost Protocol,7.4,428142,2011,132.0,"Action,Adventure,Thriller",7.341118291837879
tt1683526,Detachment,7.7,69559,2011,98.0,Drama,7.338513785044258
tt5168192,"I, Daniel Blake",7.9,44200,2016,100.0,Drama,7.3337893786127175
tt7349662,BlacKkKlansman,7.5,149005,2018,135.0,"Biography,Crime,Drama",7.332293468578489
tt1396484,It,7.4,359123,2017,135.0,"Horror,Thriller",7.330538460336923
tt1690953,Despicable Me 2,7.4,344230,2013,98.0,"Adventure,Animation,Comedy",7.327736708826476
tt1614989,Headhunters,7.6,91246,2011,96.0,"Action,Crime,Thriller",7.3274592244034205
tt5580036,"I, Tonya",7.5,141668,2017,120.0,"Biography,Comedy,Drama",7.324910750713994
tt1371111,Cloud Atlas,7.4,326473,2012,172.0,"Action,Drama,Mystery",7.324085847277031
tt2140373,Saving Mr. Banks,7.5,140678,2013,125.0,"Biography,Comedy,Drama",7.323864514298821
tt2431286,Philomena,7.6,88704,2013,98.0,"Biography,Comedy,Drama",7.3213662228241745
tt2381249,Mission: Impossible - Rogue Nation,7.4,311704,2015,131.0,"Action,Adventure,Thriller",7.320755990424824
tt2140203,Wolf Children,8.1,31619,2012,117.0,"Animation,Drama,Family",7.319665218389587
tt1386932,Ip Man 2,7.6,86626,2010,108.0,"Action,Drama,Sport",7.31617925035386
tt4481414,Gifted,7.6,82426,2017,101.0,Drama,7.305082801184071
tt2042568,Inside Llewyn Davis,7.5,123759,2013,104.0,"Drama,Music",7.303831868996161
tt1242460,We Need to Talk About Kevin,7.5,123619,2011,112.0,"Drama,Mystery,Thriller",7.30364707742617
tt1790885,Zero Dark Thirty,7.4,251072,2012,157.0,"Drama,Thriller",7.303352114665739
tt5164432,"Love, Simon",7.6,81575,2018,110.0,"Comedy,Drama,Romance",7.3027278911564615
tt6452574,Sanju,7.9,40473,2018,155.0,"Biography,Drama",7.301558275930536
tt3040964,The Jungle Book,7.4,240821,2016,106.0,"Adventure,Drama,Family",7.299625029625199
tt3799694,The Nice Guys,7.4,240337,2016,116.0,"Action,Comedy,Crime",7.299441936103899
tt4257858,Going Clear: Scientology & the Prison of Belief,8.0,34387,2015,119.0,Documentary,7.298133008907673
tt0443272,Lincoln,7.4,228701,2012,150.0,"Biography,Drama,History",7.294829839062518
tt2381111,Brooklyn,7.5,117021,2015,117.0,"Drama,Romance",7.294524929411848
tt4975722,Moonlight,7.4,227964,2016,111.0,Drama,7.294523430211415
tt3316960,Still Alice,7.5,116832,2014,101.0,Drama,7.294251121044615
tt3169706,Pride,7.8,46571,2014,119.0,"Biography,Comedy,Drama",7.28747712062148
